Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number,Function [CC],Enzyme regulation
H6C1H7,H6C1H7_EXODN,unreviewed,Peroxiredoxin,HMPREF1120_06576,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),187,,,
H6C393,H6C393_EXODN,unreviewed,Dimethylaniline monooxygenase (N-oxide forming),HMPREF1120_06126,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),505,,,
H6C419,H6C419_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06395,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),273,,,
H6C4Y5,H6C4Y5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06571,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1671,,,
H6C644,H6C644_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07187,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),376,,,
H6C7P9,H6C7P9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06881,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),316,,,
H6C7R3,H6C7R3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07688,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),392,,,
H6C7W1,H6C7W1_EXODN,unreviewed,MFS transporter; DHA1 family; multidrug resistance protein,HMPREF1120_07736,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),554,,,
H6CAQ3,H6CAQ3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08794,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),886,,,
H6BUM0,H6BUM0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03055,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),311,,,
H6C8F3,H6C8F3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08345,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1021,,,
H6BVY4,H6BVY4_EXODN,unreviewed,Nitrate reductase (NADH),HMPREF1120_04064,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),363,,,
H6BZX5,H6BZX5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04395,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),348,,,
H6BPM6,H6BPM6_EXODN,unreviewed,Histone H3,HMPREF1120_01816,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),136,,,
H6BUJ3,H6BUJ3_EXODN,unreviewed,Chromosome transmission fidelity protein 4,HMPREF1120_03030,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),348,,,
H6C0P4,H6C0P4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05329,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),902,,,
H6C3S1,H6C3S1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06298,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),393,,,
H6C707,H6C707_EXODN,unreviewed,Microsomal epoxide hydrolase,HMPREF1120_07491,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),306,,,
H6BPC7,H6BPC7_EXODN,unreviewed,MFS transporter; SIT family; siderophore-iron:H+ symporter,HMPREF1120_02555,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),614,,,
H6BWH9,H6BWH9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03371,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),160,,,
H6C1Z1,H6C1Z1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05841,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),330,,,
H6BR41,H6BR41_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02081,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),120,,,
H6BTV5,H6BTV5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03665,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),409,,,
H6BYA2,H6BYA2_EXODN,unreviewed,Eukaryotic peptide chain release factor subunit 1,HMPREF1120_04745,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),435,,,
H6C3A2,H6C3A2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06135,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),919,,,
H6C8E2,H6C8E2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08335,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),582,,,
H6BNW3,H6BNW3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00595,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),336,,,
H6BZ74,H6BZ74_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05001,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),602,,,
H6C1C9,H6C1C9_EXODN,unreviewed,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),HMPREF1120_05741,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),345,2.1.2.11,FUNCTION: Catalyzes the reversible reaction in which hydroxymethyl group from 5;10-methylenetetrahydrofolate is tranferred onto alpha-ketoisovalerate to form ketopantoate. {ECO:0000256|RuleBase:RU362100}.,
H6C4H1,H6C4H1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05673,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),867,,,
H6C6A4,H6C6A4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07243,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),356,,,
H6CAX0,H6CAX0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08860,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),266,,,
H6CB44,H6CB44_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08931,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),311,,,
H6BQR7,H6BQR7_EXODN,unreviewed,Aliphatic nitrilase,HMPREF1120_02774,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),359,,,
H6C2I2,H6C2I2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06763,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),149,,,
H6C732,H6C732_EXODN,unreviewed,5-oxoprolinase (ATP-hydrolysing),HMPREF1120_07516,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1333,,,
H6BPT4,H6BPT4_EXODN,unreviewed,Aminotransferase,HMPREF1120_02604,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),449,,,
H6BLL1,H6BLL1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00128,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),306,,,
H6BQW7,H6BQW7_EXODN,unreviewed,Short chain dehydrogenase/reductase,HMPREF1120_02060,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),323,,,
H6BT28,H6BT28_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02449,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),367,,,
H6BUJ4,H6BUJ4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03031,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),340,,,
H6C098,H6C098_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05240,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),336,,,
H6C5N0,H6C5N0_EXODN,unreviewed,Adenylate cyclase,HMPREF1120_07026,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),455,,,
H6C5X4,H6C5X4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07119,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),232,,,
H6C6P2,H6C6P2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07378,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),502,,,
H6C9D1,H6C9D1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08650,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),232,,,
H6C8G5,H6C8G5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08356,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),343,,,
H6BWC7,H6BWC7_EXODN,unreviewed,4-coumarate-CoA ligase; variant,HMPREF1120_04147,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),485,,,
H6BKN1,H6BKN1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00874,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),190,,,
H6BK50,H6BK50_EXODN,unreviewed,Myb-like DNA-binding protein BAS1,HMPREF1120_01507,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),358,,,
H6BMK1,H6BMK1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01229,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),228,,,
H6BTF2,H6BTF2_EXODN,unreviewed,SURF1-like protein,HMPREF1120_02519,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),311,,FUNCTION: Probably involved in the biogenesis of the COX complex. {ECO:0000256|RuleBase:RU363076}.,
H6BY37,H6BY37_EXODN,unreviewed,Nuclear transcription factor Y; gamma; variant,HMPREF1120_05506,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),270,,,
H6C0S1,H6C0S1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04527,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),372,,,
H6C3Z8,H6C3Z8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06375,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),154,,,
H6C960,H6C960_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08589,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),107,,,
H6BLA0,H6BLA0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00072,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),383,,,
H6BP11,H6BP11_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00641,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),962,,,
H6BPL8,H6BPL8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01808,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),321,,,
H6BW47,H6BW47_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03297,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),182,,,
H6C0M8,H6C0M8_EXODN,unreviewed,Flavorubredoxin reductase,HMPREF1120_05314,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),596,,,
H6C4B3,H6C4B3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06459,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),697,,,
H6C733,H6C733_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07517,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),122,,,
H6C8N0,H6C8N0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08419,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),847,,,
H6CAL4,H6CAL4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08148,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),503,,,
H6BQV8,H6BQV8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02051,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),380,,,
H6BVH5,H6BVH5_EXODN,unreviewed,Salicylate hydroxylase,HMPREF1120_03190,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),462,,,
H6C0A1,H6C0A1_EXODN,unreviewed,Trehalose synthase (Ccg-9),HMPREF1120_05243,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),694,,,
H6C5C6,H6C5C6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06974,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1307,,,
H6BRE7,H6BRE7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02893,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),236,,,
H6BZQ0,H6BZQ0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05154,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),482,,,
H6C4F5,H6C4F5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05657,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),145,,,
H6C208,H6C208_EXODN,unreviewed,Dual specificity phosphatase,HMPREF1120_05858,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),306,,,
H6BYT5,H6BYT5_EXODN,unreviewed,MICOS complex subunit MIC12 (Altered inheritance of mitochondria protein 5; mitochondrial) (Found in mitochondrial proteome protein 51),HMPREF1120_04864,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),194,,FUNCTION: Component of the MICOS complex; a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions; inner membrane architecture; and formation of contact sites to the outer membrane. {ECO:0000256|RuleBase:RU363010}.,
H6CA03,H6CA03_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08758,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),536,,,
H6BLJ9,H6BLJ9_EXODN,unreviewed,Regulatory protein SWI5,HMPREF1120_00115,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),636,,,
H5WH67,H5WH67_EXODN,unreviewed,NADH dehydrogenase subunit 2,HMPREF1120_11003,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),538,,,
H6BP31,H6BP31_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01452,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),509,,,
H6BQ30,H6BQ30_EXODN,unreviewed,Alcohol dehydrogenase,HMPREF1120_02644,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),395,,,
H6BPS0,H6BPS0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01857,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),2038,,,
H6C041,H6C041_EXODN,unreviewed,Short-chain dehydrogenase/reductase,HMPREF1120_04407,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),322,,,
H6C5T3,H6C5T3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07078,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),165,,,
H6C8L2,H6C8L2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08401,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),552,,,
H6BNG7,H6BNG7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00452,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),115,,,
H6BZ51,H6BZ51_EXODN,unreviewed,Brix-domain ribosomal biogenesis protein,HMPREF1120_04978,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),446,,,
H6C4I5,H6C4I5_EXODN,unreviewed,DNA primase (EC 2.7.7.-),HMPREF1120_06477,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),531,2.7.7.-,,
H6BJY2,H6BJY2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00648,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),294,,,
H6BNX0,H6BNX0_EXODN,unreviewed,Glucosamine-fructose-6-phosphate aminotransferase,HMPREF1120_00602,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),701,,,
H6C5I6,H6C5I6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07824,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),254,,,
H6BVA4,H6BVA4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03176,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),565,,,
H6C5A9,H6C5A9_EXODN,unreviewed,Carboxypeptidase (EC 3.4.16.-),HMPREF1120_06958,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),600,3.4.16.-,,
H6BPA1,H6BPA1_EXODN,unreviewed,Chlorohydrolase,HMPREF1120_01745,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),510,,,
H6CB75,H6CB75_EXODN,unreviewed,Serine/threonine kinase 16,HMPREF1120_08962,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),564,,,
H6BLQ1,H6BLQ1_EXODN,unreviewed,50S ribosomal protein L24,HMPREF1120_01095,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),132,,,
H6BQZ1,H6BQZ1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02793,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),116,,,
H6BWC9,H6BWC9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04149,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),297,,,
H6C238,H6C238_EXODN,unreviewed,Sorting nexin-41,HMPREF1120_05887,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),582,,,
H6C5G7,H6C5G7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07806,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),125,,,
H6C6Q1,H6C6Q1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_07387,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),138,,,
H6C831,H6C831_EXODN,unreviewed,Glycosylphosphatidylinositol deacylase,HMPREF1120_08226,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1028,,,
H6CB55,H6CB55_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08942,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),371,,,
H6BLP1,H6BLP1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01085,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),468,,,
H6BMV2,H6BMV2_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00347,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),456,,,
H6C0A7,H6C0A7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05249,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),776,,,
